rank,tier,score,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,deduct_ratio,ocf_to_profit,debt_ratio,goodwill_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,mktcap_yi,risk_notes,fail_reasons
108,-,55.29,000531,穗恒运Ａ,5.99,599,电力,1,4.5,15.8,7.3,81.5,,0.53,2.78,58.0,0.0,15.65,0.19,6.39,87.9,47.8,0.90,62.4,扣非比53%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0
109,-,55.16,301219,腾远钴业,54.80,5480,能源金属,1,12.1,27.7,13.3,62.1,59.4,0.98,0.84,28.4,0.0,13.82,0.23,7.24,66.6,53.9,2.19,209.8,,ROE<15.0; 毛利<30.0
110,-,55.16,002142,宁波银行,29.69,2969,银行Ⅱ,0,13.1,,40.8,8.1,8.3,1.00,8.31,93.1,0.0,6.51,0.80,15.36,23.5,45.8,0.84,1960.6,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PE高于行业中位
111,A_可买入,55.13,301061,匠心家居,35.07,3507,家居用品,4,22.0,39.3,25.4,25.6,36.8,0.95,0.92,22.5,0.0,12.02,0.47,8.32,33.9,53.0,2.35,99.7,,
112,C_接近合格,55.12,600210,紫江企业,6.20,620,包装印刷,1,16.2,23.2,10.8,28.2,19.8,0.75,1.15,47.4,0.0,8.66,0.44,11.55,31.4,56.3,1.36,94.0,,毛利<30.0
113,B_优质待跌,54.99,300502,新易盛,607.00,60700,通信设备,2,72.8,47.8,38.4,235.9,119.3,1.00,0.81,30.2,0.0,78.80,0.66,1.27,120.6,-162.7,43.59,8463.1,,盈利收益率≤5.0%; 未打0.7折
114,-,54.79,601997,贵阳银行,5.13,513,银行Ⅱ,0,8.0,,40.4,1.7,-4.9,1.01,1.89,90.4,0.0,3.55,,28.17,23.3,70.4,0.29,187.6,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0
115,-,54.78,300132,青松股份,5.68,568,化妆品,1,11.2,20.5,6.9,180.2,,0.81,2.12,34.0,0.0,16.94,0.09,5.90,186.1,43.5,1.99,29.3,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0
116,-,54.78,000957,中通客车,9.36,936,商用车,1,11.6,17.6,4.9,44.2,54.1,0.92,2.94,68.2,0.0,14.50,0.33,6.90,51.1,51.7,1.72,55.5,,ROE<15.0; 毛利<30.0; 净利率<10.0
117,C_接近合格,54.73,300871,回盛生物,22.06,2206,动物保健Ⅱ,1,13.4,31.0,15.1,1356.0,68.7,0.91,0.88,27.3,0.0,15.55,0.23,6.43,75.2,48.2,2.01,44.5,增速或为单年爆发(同比远高于CAGR),ROE<15.0
118,-,54.72,600109,国金证券,8.78,877,证券Ⅱ,0,6.6,,26.9,36.3,23.9,0.96,1.79,76.0,0.0,13.63,0.57,7.34,31.2,42.9,0.90,325.3,,负债率≥70.0%; ROE<15.0; 毛利<30.0
119,-,54.38,600166,福田汽车,2.91,291,商用车,1,9.1,10.0,2.2,1593.3,173.4,0.61,1.41,69.7,0.0,16.12,0.09,6.20,179.6,46.3,1.43,230.4,扣非比61%(含较多一次性收益); 增速或为单年爆发(同比远高于CAGR),ROE<15.0; 毛利<30.0; 净利率<10.0; PE高于行业中位
120,-,54.37,002209,达 意 隆,10.38,1038,专用设备,0,15.6,26.4,6.6,74.4,75.9,0.93,3.27,75.7,0.0,19.23,0.26,5.20,79.6,35.9,2.40,21.2,,负债率≥70.0%; 毛利<30.0; 净利率<10.0
121,-,54.37,000987,越秀资本,7.82,782,多元金融,0,11.3,52.6,44.9,53.4,11.9,0.51,1.75,76.6,0.0,9.43,0.79,10.60,22.5,21.4,1.20,392.3,扣非比51%(含较多一次性收益); 增速或为单年爆发(同比远高于CAGR),负债率≥70.0%; ROE<15.0; 未打0.7折
122,-,54.28,301616,浙江华业,33.52,3352,通用设备,0,15.3,24.6,20.3,111.8,34.1,0.47,0.21,20.9,0.0,13.77,0.40,7.26,41.4,54.1,1.88,26.8,扣非比47%(含较多一次性收益); 增速或为单年爆发(同比远高于CAGR); 动态PE远高于TTM(盈利或下滑),现金流/利润<0.8; 毛利<30.0
123,C_接近合格,54.13,000791,甘肃能源,7.60,760,电力,1,14.4,41.7,22.6,24.8,89.4,1.00,2.51,52.4,0.0,11.97,0.48,8.35,33.1,51.7,1.66,246.5,,ROE<15.0
124,-,53.91,601166,兴业银行,16.56,1655,银行Ⅱ,0,9.2,,36.4,0.3,-5.4,0.99,8.93,91.8,0.0,4.52,,22.12,16.8,62.3,0.43,3504.6,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0
125,-,53.76,600517,国网英大,4.68,468,多元金融,0,11.2,14.4,21.2,60.7,32.0,0.98,0.70,41.1,0.0,11.55,0.36,8.66,40.6,61.5,1.14,267.6,,现金流/利润<0.8; ROE<15.0; 毛利<30.0
126,-,53.67,300850,新强联,26.80,2680,风电设备,0,13.8,28.0,17.7,1151.4,37.3,0.87,0.02,38.1,0.0,13.92,0.37,7.18,44.5,53.6,1.58,111.0,增速或为单年爆发(同比远高于CAGR),现金流/利润<0.8; ROE<15.0; 毛利<30.0
127,-,53.55,601333,广深铁路,2.75,275,铁路公路,1,5.2,5.6,5.0,34.5,,0.75,2.44,23.5,0.0,12.67,0.37,7.89,42.4,57.8,0.69,194.8,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0
128,-,53.47,300300,海峡创新,7.81,781,IT服务Ⅱ,0,59.5,0.6,93.6,2405.9,,-0.90,-0.66,73.8,0.0,36.77,0.02,2.72,2408.6,-22.6,19.58,52.1,扣非比-90%(含较多一次性收益),现金流/利润<0.8; 负债率≥70.0%; 毛利<30.0; CAGR<10.0; 盈利收益率≤5.0%; 未打0.7折
129,-,53.44,601963,重庆银行,10.08,1008,银行Ⅱ,0,9.5,,37.4,10.5,5.1,1.00,9.30,93.6,0.0,6.28,1.23,15.92,21.0,47.7,0.64,365.5,,负债率≥70.0%; ROE<15.0; 毛利<30.0; CAGR<10.0; PEG≥1.0; PE高于行业中位
130,A_可买入,53.43,920976,视声智能,16.08,1607,计算机设备,4,24.1,55.6,22.3,41.2,25.5,0.96,0.94,31.6,0.0,17.57,0.69,5.69,31.2,31.1,4.21,11.4,,
131,-,53.4,002588,史丹利,7.90,790,农化制品,1,14.4,18.1,8.4,25.1,32.8,0.90,1.20,46.3,0.0,8.37,0.33,11.95,37.0,66.6,1.20,91.0,,ROE<15.0; 毛利<30.0; 净利率<10.0
132,-,53.08,000001,平安银行,10.05,1005,银行Ⅱ,0,9.2,,32.4,-4.2,-2.2,1.00,7.86,90.7,0.0,4.53,,22.08,17.9,62.3,0.43,1950.3,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0
133,B_优质待跌,52.92,002901,大博医疗,41.78,4178,医疗器械,2,18.1,70.5,23.1,68.1,86.4,0.80,1.37,25.2,0.0,26.90,0.40,3.72,71.8,10.3,4.97,173.0,,盈利收益率≤5.0%; 未打0.7折
134,-,52.77,000623,吉林敖东,17.73,1773,中药Ⅱ,0,8.0,48.2,102.6,54.4,10.4,0.92,0.11,10.3,0.0,7.73,0.74,12.94,23.3,35.6,0.67,212.0,增速或为单年爆发(同比远高于CAGR),现金流/利润<0.8; ROE<15.0
135,-,52.63,601233,桐昆股份,21.65,2165,炼化及贸易,1,5.4,5.5,2.2,69.1,153.5,0.78,3.11,65.8,0.0,15.51,0.22,6.45,75.6,48.3,1.28,515.1,,ROE<15.0; 毛利<30.0; 净利率<10.0
136,-,52.62,002946,新乳业,14.08,1408,饮料乳品,1,20.9,29.2,6.5,36.0,26.5,1.06,2.06,56.5,0.2,15.45,0.58,6.47,33.0,41.7,3.17,121.2,,毛利<30.0; 净利率<10.0
137,-,52.57,600323,瀚蓝环境,27.46,2746,环境治理,0,14.1,33.2,14.2,18.6,20.0,0.97,2.04,70.1,0.1,10.50,0.57,9.52,28.1,43.5,1.47,223.9,,负债率≥70.0%; ROE<15.0
138,-,52.55,601818,光大银行,2.89,289,银行Ⅱ,0,7.0,,30.7,-6.9,-4.7,1.00,4.75,91.5,0.0,4.51,,22.17,15.3,62.4,0.34,1707.6,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0
139,C_接近合格,52.48,300750,宁德时代,393.01,39301,电池,1,24.9,26.3,17.0,42.3,32.9,0.89,1.81,61.9,0.0,23.02,0.70,4.34,37.3,23.3,5.56,18183.1,,毛利<30.0; 盈利收益率≤5.0%; 未打0.7折
140,-,52.47,920371,欧福蛋业,6.67,667,农产品加工,1,14.6,23.8,9.6,89.8,34.2,0.98,1.40,18.1,0.0,15.85,0.46,6.31,40.5,47.2,2.23,13.7,增速或为单年爆发(同比远高于CAGR),ROE<15.0; 毛利<30.0; 净利率<10.0
141,-,52.41,000712,锦龙股份,8.86,886,证券Ⅱ,0,11.2,,30.5,417.7,,-0.47,4.97,79.6,0.1,21.84,0.05,4.58,422.3,27.2,2.97,79.4,扣非比-47%(含较多一次性收益),负债率≥70.0%; ROE<15.0; 毛利<30.0; CAGR<10.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
142,-,52.36,600480,凌云股份,8.31,831,汽车零部件,1,10.7,16.6,4.2,27.4,34.8,0.84,1.80,50.6,0.0,13.13,0.48,7.62,35.0,52.1,1.29,101.6,,ROE<15.0; 毛利<30.0; 净利率<10.0
143,-,52.17,920239,长虹能源,23.86,2386,电池,0,25.1,16.5,5.6,26.5,30.5,0.90,2.59,74.0,0.1,16.86,0.64,5.93,32.5,36.5,4.03,43.4,,负债率≥70.0%; 毛利<30.0; 净利率<10.0
144,-,51.91,002454,松芝股份,4.78,478,汽车零部件,1,6.1,17.4,4.4,81.3,37.6,0.95,2.36,47.5,0.0,18.63,0.49,5.37,43.0,37.9,1.06,42.0,,ROE<15.0; 毛利<30.0; 净利率<10.0
145,-,51.74,603323,苏农银行,3.87,387,银行Ⅱ,0,10.8,,48.5,5.0,10.8,0.99,3.64,91.8,0.0,4.16,0.82,24.04,29.1,65.3,0.45,85.9,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0
146,-,51.68,601169,北京银行,4.90,490,银行Ⅱ,0,6.1,,29.5,-23.7,-6.7,1.01,22.98,92.3,0.0,5.05,,19.80,-3.9,57.9,0.37,1036.0,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%
147,B_优质待跌,51.61,300033,同花顺,241.00,24100,软件开发,2,38.5,91.5,53.2,75.8,23.8,0.95,1.18,40.0,0.0,54.30,2.29,1.84,25.6,-128.6,42.70,1813.9,增速或为单年爆发(同比远高于CAGR); 动态PE远高于TTM(盈利或下滑),PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
148,-,51.5,601002,晋亿实业,4.32,432,通用设备,1,5.7,25.3,10.4,86.1,28.2,1.00,1.57,17.4,0.0,16.06,0.57,6.23,34.5,43.1,0.96,41.2,增速或为单年爆发(同比远高于CAGR),ROE<15.0; 毛利<30.0
149,B_优质待跌,51.44,300308,中际旭创,1270.00,127000,通信设备,2,43.8,42.0,28.2,108.8,106.6,0.99,1.00,30.2,0.1,94.75,0.89,1.06,107.7,-215.8,40.88,14163.5,,盈利收益率≤5.0%; 未打0.7折
150,B_优质待跌,50.98,920160,北矿检测,20.07,2007,专业服务,2,22.4,59.0,41.2,40.1,34.2,0.99,1.02,12.5,0.0,27.03,0.79,3.70,37.9,9.9,4.28,22.7,,盈利收益率≤5.0%; 未打0.7折
151,-,50.97,603325,博隆技术,50.62,5062,专用设备,0,15.8,37.6,30.3,38.1,20.1,0.90,0.60,51.6,0.0,11.96,0.59,8.36,28.5,40.6,1.46,40.5,动态PE远高于TTM(盈利或下滑),现金流/利润<0.8
152,-,50.96,000100,TCL科技,5.82,582,光学光电子,1,8.0,13.2,2.5,188.8,158.6,0.64,9.07,64.2,0.1,23.92,0.15,4.18,162.7,20.3,1.99,1210.6,扣非比64%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 盈利收益率≤5.0%; 未打0.7折
153,-,50.9,002074,国轩高科,27.51,2751,电池,0,8.7,16.2,5.3,97.5,97.0,0.18,1.51,71.0,0.0,21.66,0.22,4.62,101.6,27.8,1.73,499.1,扣非比18%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; 盈利收益率≤5.0%; 未打0.7折
154,-,50.87,002818,富森美,10.39,1039,一般零售,1,9.8,63.0,46.3,-19.5,-10.8,0.97,2.25,13.2,0.0,9.78,,10.22,-9.3,18.5,1.35,77.8,,ROE<15.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
155,-,50.84,600000,浦发银行,8.61,861,银行Ⅱ,0,6.8,,28.8,10.5,-0.8,1.01,7.42,91.8,0.0,5.70,,17.54,16.8,52.5,0.38,2867.6,,负债率≥70.0%; ROE<15.0; 毛利<30.0; CAGR<10.0; PEG≥1.0; PE高于行业中位
156,-,50.55,601328,交通银行,6.43,643,银行Ⅱ,0,8.4,,36.1,2.2,1.3,1.00,1.39,91.8,0.0,5.89,4.68,16.98,18.2,50.9,0.49,5681.8,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; PE高于行业中位
157,C_接近合格,50.37,603444,吉比特,358.42,35842,游戏Ⅱ,1,33.3,93.9,28.9,89.8,7.1,0.97,1.56,24.2,0.0,12.73,1.80,7.86,14.9,-6.1,4.69,258.2,增速或为单年爆发(同比远高于CAGR),CAGR<10.0; PEG≥1.0; 未打0.7折
158,-,50.28,600933,爱柯迪,14.78,1478,汽车零部件,1,13.2,29.8,15.8,24.7,21.8,0.95,1.67,40.5,0.1,13.43,0.62,7.45,29.2,38.4,1.62,152.2,,ROE<15.0; 毛利<30.0
159,-,50.24,002537,海联金汇,5.29,529,汽车零部件,1,7.2,15.7,4.4,511.0,43.0,0.61,1.98,51.7,0.0,20.58,0.48,4.86,47.9,31.4,1.41,62.1,扣非比61%(含较多一次性收益); 增速或为单年爆发(同比远高于CAGR),ROE<15.0; 毛利<30.0; 净利率<10.0; 盈利收益率≤5.0%
160,-,50.03,002004,华邦健康,3.93,393,化学制药,1,7.2,36.9,6.2,338.5,18.1,0.90,2.93,41.5,0.1,11.38,0.63,8.79,26.8,37.0,0.79,77.8,增速或为单年爆发(同比远高于CAGR),ROE<15.0; 净利率<10.0
161,B_优质待跌,50.02,605116,奥锐特,18.92,1892,化学制药,3,22.1,59.7,26.5,26.6,28.7,0.97,0.93,37.1,0.0,19.52,0.73,5.12,31.7,26.6,3.00,76.8,,未打0.7折
162,-,49.88,601398,工商银行,7.07,707,银行Ⅱ,0,9.4,,44.0,0.7,0.7,1.00,5.30,92.0,0.0,6.79,9.97,14.73,15.4,43.4,0.65,25197.9,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; PE高于行业中位
163,-,49.78,002958,青农商行,2.74,274,银行Ⅱ,0,7.9,,31.2,9.5,10.5,0.96,-3.89,91.0,0.0,4.77,0.50,20.96,30.5,60.2,0.40,152.2,,现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0
164,-,49.74,300695,兆丰股份,49.79,4979,汽车零部件,0,12.8,28.2,49.7,150.9,28.7,0.27,0.36,13.8,0.0,16.83,0.59,5.94,34.6,41.3,1.78,50.9,扣非比27%(含较多一次性收益); 增速或为单年爆发(同比远高于CAGR),现金流/利润<0.8; ROE<15.0; 毛利<30.0
165,-,49.72,300326,ST凯利,6.04,604,医疗器械,0,4.8,53.7,14.0,227.8,,0.52,1.40,5.9,0.2,24.16,0.11,4.14,231.9,19.5,1.52,43.3,扣非比52%(含较多一次性收益),ST/退市; ROE<15.0; CAGR<10.0; 盈利收益率≤5.0%; 未打0.7折
166,-,49.72,002701,奥瑞金,4.26,426,包装印刷,1,10.7,12.8,4.2,27.4,21.2,0.51,2.59,65.8,0.1,12.69,0.60,7.88,29.1,40.2,1.10,109.0,扣非比51%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0
167,-,49.65,601577,长沙银行,8.71,871,银行Ⅱ,0,11.2,,31.8,3.6,6.0,0.99,4.79,93.5,0.0,4.25,1.18,23.53,27.1,64.6,0.47,350.3,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0
168,-,49.62,002448,中原内配,12.30,1230,汽车零部件,0,11.2,27.4,10.4,100.8,34.8,0.96,0.48,35.8,0.1,14.57,0.42,6.86,41.6,51.4,1.90,72.4,增速或为单年爆发(同比远高于CAGR),现金流/利润<0.8; ROE<15.0; 毛利<30.0
169,-,49.57,600547,山东黄金,23.09,2309,贵金属,1,15.6,20.5,4.5,60.6,56.0,1.06,4.96,62.2,0.2,20.63,0.37,4.85,60.9,31.2,3.33,1064.4,,毛利<30.0; 净利率<10.0; 盈利收益率≤5.0%
170,-,49.51,002616,长青集团,4.47,447,电力,1,8.2,22.1,7.6,29.3,54.2,0.51,2.90,62.4,0.0,12.86,0.44,7.78,37.1,56.2,1.10,38.4,扣非比51%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0
171,B_优质待跌,49.46,001221,悍高集团,40.22,4022,家居用品,2,30.6,37.2,19.6,32.4,50.7,0.98,1.39,31.4,0.0,22.46,0.69,4.45,36.8,25.1,5.59,160.9,,盈利收益率≤5.0%; 未打0.7折
172,-,49.45,002357,富临运业,8.90,890,铁路公路,1,10.4,19.0,21.0,40.2,42.6,0.40,0.86,39.2,0.0,16.34,0.41,6.12,46.3,45.5,1.58,27.9,扣非比40%(含较多一次性收益),ROE<15.0; 毛利<30.0; PE高于行业中位
173,-,49.36,000776,广发证券,23.40,2340,证券Ⅱ,0,10.2,,38.6,42.2,20.0,1.04,-2.17,83.3,0.0,11.70,0.59,8.55,28.5,41.5,1.33,1831.0,,现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0
174,B_优质待跌,49.23,300824,北鼎股份,7.18,718,小家电,2,15.6,50.0,11.9,63.4,34.2,0.97,1.29,27.8,0.0,20.75,0.61,4.82,39.0,30.8,3.14,23.4,,盈利收益率≤5.0%
175,-,49.17,002839,张家港行,3.90,390,银行Ⅱ,0,10.4,,41.7,5.3,5.6,1.00,-1.72,90.9,0.0,4.78,0.89,20.92,26.3,60.2,0.51,95.3,,现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0
176,-,49.16,603969,银龙股份,7.27,727,通用设备,0,13.8,25.0,11.4,54.5,52.1,1.00,0.34,38.9,0.0,17.52,0.34,5.71,57.8,41.6,2.24,63.4,,现金流/利润<0.8; ROE<15.0; 毛利<30.0
177,-,49.15,002345,潮宏基,9.17,917,饰品,0,13.7,22.1,5.3,156.7,35.6,1.04,-0.14,49.5,0.1,14.25,0.40,7.02,42.7,52.5,2.19,81.5,增速或为单年爆发(同比远高于CAGR),现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0
178,-,49.1,002966,苏州银行,6.96,696,银行Ⅱ,0,10.7,,43.3,5.5,10.9,0.99,2.18,92.0,0.0,5.68,1.03,17.61,23.1,52.7,0.61,311.2,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; PEG≥1.0; PE高于行业中位
179,B_优质待跌,48.84,300476,胜宏科技,346.43,34643,元件,2,35.6,35.2,22.4,273.5,76.0,1.00,1.06,52.9,0.1,72.75,0.96,1.37,77.4,-142.5,21.74,3404.7,增速或为单年爆发(同比远高于CAGR),盈利收益率≤5.0%; 未打0.7折
180,-,48.84,300181,佐力药业,14.10,1410,中药Ⅱ,0,21.4,61.6,20.8,24.4,32.3,0.98,0.64,31.2,0.0,15.21,0.62,6.57,31.0,37.8,3.11,98.9,,现金流/利润<0.8
181,-,48.82,002961,瑞达期货,19.58,1957,多元金融,0,17.7,,44.6,43.0,23.1,1.00,-1.93,85.0,0.0,13.95,0.61,7.17,30.2,39.5,2.34,93.4,,现金流/利润<0.8; 负债率≥70.0%; 毛利<30.0
182,-,48.59,600033,福建高速,3.22,322,铁路公路,1,7.9,55.8,31.1,21.4,4.1,1.01,2.94,15.0,0.0,9.23,2.25,10.83,14.9,23.1,0.70,88.4,增速或为单年爆发(同比远高于CAGR),ROE<15.0; CAGR<10.0; PEG≥1.0; 未打0.7折
183,-,48.51,000157,中联重科,6.97,697,工程机械,1,8.3,28.0,9.3,38.0,28.2,0.68,1.01,55.0,0.0,13.91,0.49,7.19,35.4,50.7,1.03,602.8,扣非比68%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0
184,C_接近合格,48.46,000719,中原传媒,11.43,1143,出版,1,11.6,42.3,14.7,33.6,10.0,0.98,1.52,35.4,0.0,8.49,0.84,11.78,21.8,29.2,1.00,117.0,增速或为单年爆发(同比远高于CAGR); 动态PE远高于TTM(盈利或下滑),ROE<15.0; 未打0.7折
185,-,48.33,688501,青达环保,19.20,1920,环保设备Ⅱ,0,16.9,27.3,8.7,88.2,44.0,0.96,0.46,59.2,0.0,17.74,0.40,5.64,49.7,40.9,2.07,23.9,,现金流/利润<0.8; 毛利<30.0; 净利率<10.0
186,B_优质待跌,48.29,688093,世华科技,36.90,3690,其他电子Ⅱ,2,17.5,58.1,36.7,42.6,29.1,0.97,1.09,5.6,0.0,26.05,0.90,3.84,32.9,10.5,3.71,103.5,,盈利收益率≤5.0%; 未打0.7折
187,B_优质待跌,48.26,301033,迈普医学,51.79,5179,医疗器械,2,15.2,80.2,30.7,43.5,46.6,0.93,1.22,10.9,0.0,31.66,0.73,3.16,46.6,-5.5,4.49,34.7,,盈利收益率≤5.0%; 未打0.7折
188,-,48.23,002140,东华科技,9.17,917,专业工程,1,11.6,11.2,5.3,29.9,22.7,0.76,0.95,66.5,0.0,11.71,0.52,8.54,31.2,48.4,1.36,64.9,,ROE<15.0; 毛利<30.0; 净利率<10.0
189,B_优质待跌,48.17,920037,广信科技,39.66,3965,电网设备,2,28.5,39.0,24.9,70.3,137.7,0.98,0.82,20.5,0.0,24.03,0.34,4.16,74.5,19.9,5.99,50.8,,盈利收益率≤5.0%; 未打0.7折
190,C_接近合格,48.15,600897,厦门空港,14.60,1460,航空机场,1,11.1,39.7,25.0,20.2,164.2,0.91,1.55,16.2,0.0,11.95,0.59,8.37,28.6,40.9,1.23,60.9,,ROE<15.0
191,-,48.07,002852,道道全,7.09,709,农产品加工,1,10.7,8.3,3.8,32.0,,0.80,4.25,44.8,0.0,16.83,0.53,5.94,38.0,43.9,1.10,24.4,动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0
192,-,48.06,601998,中信银行,6.93,693,银行Ⅱ,0,9.4,,33.2,3.0,4.4,0.99,6.64,91.6,0.0,5.42,1.82,18.45,21.4,54.8,0.53,3856.2,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0
193,-,48.05,002468,申通快递,14.56,1456,物流,1,13.3,6.4,2.5,31.6,68.2,1.01,2.70,62.7,0.1,14.01,0.44,7.14,38.7,53.3,1.98,222.9,,ROE<15.0; 毛利<30.0; 净利率<10.0
194,-,47.91,600958,东方证券,9.44,944,证券Ⅱ,0,7.0,,36.7,68.2,23.2,0.97,0.04,83.0,0.0,13.86,0.60,7.22,30.4,40.3,0.98,802.1,增速或为单年爆发(同比远高于CAGR),现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0
195,B_优质待跌,47.78,688002,睿创微纳,154.69,15469,军工电子Ⅱ,2,18.7,52.5,17.8,97.7,53.1,0.94,1.61,36.9,0.0,49.88,0.94,2.00,55.1,-66.3,10.02,727.0,,盈利收益率≤5.0%; 未打0.7折
196,C_接近合格,47.76,301109,军信股份,12.46,1246,环境治理,1,9.4,55.3,26.1,33.6,15.4,0.96,2.35,34.5,0.0,12.88,0.84,7.76,23.2,16.4,1.36,98.3,,ROE<15.0; 未打0.7折
197,-,47.74,002811,郑中设计,11.19,1119,装修装饰Ⅱ,1,11.4,33.4,11.2,61.3,,0.96,1.89,47.4,0.0,20.87,0.34,4.79,66.1,30.4,2.42,34.5,,ROE<15.0; CAGR<10.0; 盈利收益率≤5.0%
198,-,47.71,002879,长缆科技,13.13,1313,电网设备,1,7.6,30.9,9.3,79.1,65.1,0.97,0.93,28.0,0.0,19.11,0.29,5.23,70.4,36.3,1.50,25.4,动态PE远高于TTM(盈利或下滑),ROE<15.0; 净利率<10.0
199,-,47.57,601318,中国平安,47.74,4774,保险Ⅱ,0,14.0,,12.8,6.5,6.7,1.07,4.74,89.8,0.0,6.51,1.00,15.36,21.9,45.8,0.88,8644.6,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0
200,-,47.47,002241,歌尔股份,22.53,2253,消费电子,1,11.3,11.8,4.1,47.9,31.1,0.38,1.69,58.9,0.0,20.13,0.65,4.97,36.1,32.9,2.18,799.9,扣非比38%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 盈利收益率≤5.0%
201,-,47.43,600526,菲达环保,4.11,411,环保设备Ⅱ,1,6.6,22.3,6.1,19.9,25.1,0.82,3.39,60.7,0.0,11.81,0.59,8.47,28.4,40.6,0.80,36.5,,ROE<15.0; 毛利<30.0; 净利率<10.0
202,-,47.36,601860,紫金银行,2.42,242,银行Ⅱ,0,6.2,,30.2,-23.3,-8.0,1.00,14.85,93.0,0.0,7.08,,14.12,-9.2,41.0,0.44,88.6,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; PE高于行业中位; 预期年化<10.0%
203,-,47.09,601901,方正证券,7.20,720,证券Ⅱ,0,8.0,,37.8,79.8,22.7,0.92,0.27,81.2,0.1,13.91,0.61,7.19,29.9,38.8,1.13,592.7,增速或为单年爆发(同比远高于CAGR),现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0
204,-,47.08,600368,XD五洲交,3.35,335,铁路公路,1,7.9,55.0,41.4,-20.3,-1.5,0.94,1.53,39.0,0.0,9.67,,10.34,-10.0,19.4,0.75,53.9,,ROE<15.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
205,-,47.07,601077,渝农商行,6.11,611,银行Ⅱ,0,9.2,,42.3,5.3,5.7,0.99,0.03,91.6,0.0,5.63,1.05,17.76,23.1,53.1,0.52,693.9,,现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; PE高于行业中位
206,-,47.0,601528,瑞丰银行,4.42,442,银行Ⅱ,0,10.2,,44.6,2.3,8.8,0.96,2.32,91.7,0.0,4.42,1.92,22.62,24.9,63.2,0.44,86.7,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0
207,-,46.91,600908,无锡银行,5.08,508,银行Ⅱ,0,10.1,,47.9,2.5,4.9,0.99,5.25,91.8,0.0,4.79,1.89,20.88,23.4,60.1,0.49,111.5,,负债率≥70.0%; ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0
